Trial-ID,Status,Iteration,alpha,dropout,k,lr,Objective,epochs,train_acc,train_loss,val_acc,val_acc_uncertainty,val_loss,val_loss_uncertainty
8,COMPLETED,1,0.13662312103851698,0.10115106478943355,11,0.0010692253419886735,0.7972300734878461,762.8,0.8639655172413793,0.49696096777915955,0.7972300734878461,0.005935556811757836,0.7057415843009949,0.024157765507697992
9,INTERMEDIATE,1,0.05447333984341232,0.5161738253053807,7,0.001555802060265179,0.793951384963256,778.7,0.826896551724138,0.6853986978530884,0.793951384963256,0.005826738270209075,0.8030370473861694,0.030538764595985368
9,COMPLETED,1,0.05447333984341232,0.5161738253053807,7,0.001555802060265179,0.793951384963256,778.7,0.826896551724138,0.6853986978530884,0.793951384963256,0.005826738270209075,0.8030370473861694,0.030538764595985368
10,INTERMEDIATE,1,0.16703658404480798,0.5968298206436574,6,0.026237481885715473,0.8065008479366874,301.8,0.8863793103448276,0.42521223425865173,0.8065008479366874,0.0049745618993780605,0.6727772951126099,0.02344423532485962
10,COMPLETED,1,0.16703658404480798,0.5968298206436574,6,0.026237481885715473,0.8065008479366874,301.8,0.8863793103448276,0.42521223425865173,0.8065008479366874,0.0049745618993780605,0.6727772951126099,0.02344423532485962
11,INTERMEDIATE,1,0.09573452265610863,0.45113017961823126,6,0.0024715944842383627,0.8022611644997173,577.8,0.8527586206896552,0.552394449710846,0.8022611644997173,0.009108253250423859,0.72247314453125,0.02866721898317337
11,COMPLETED,1,0.09573452265610863,0.45113017961823126,6,0.0024715944842383627,0.8022611644997173,577.8,0.8527586206896552,0.552394449710846,0.8022611644997173,0.009108253250423859,0.72247314453125,0.02866721898317337
12,INTERMEDIATE,1,0.1722276015769636,0.03298449685587997,14,0.0005179668374873807,0.7959299039005088,1127.4,0.8698275862068966,0.48494142293930054,0.7959299039005088,0.006332673827020963,0.7004652619361877,0.025034208595752783
12,COMPLETED,1,0.1722276015769636,0.03298449685587997,14,0.0005179668374873807,0.7959299039005088,1127.4,0.8698275862068966,0.48494142293930054,0.7959299039005088,0.006332673827020963,0.7004652619361877,0.025034208595752783
13,INTERMEDIATE,1,0.1906140077357999,0.04709335375946339,14,0.00204771650636157,0.7983041266252119,459.5,0.8896551724137932,0.4253394603729248,0.7983041266252119,0.005599208592424909,0.6857876777648926,0.024597431719303064
13,COMPLETED,1,0.1906140077357999,0.04709335375946339,14,0.00204771650636157,0.7983041266252119,459.5,0.8896551724137932,0.4253394603729248,0.7983041266252119,0.005599208592424909,0.6857876777648926,0.024597431719303064
14,INTERMEDIATE,1,0.08121010201041605,0.583414649698558,12,0.0024697674632725565,0.798247597512719,760.3,0.8401724137931035,0.6118602752685547,0.798247597512719,0.007461842849067146,0.7541033029556274,0.01958310604095459
14,COMPLETED,1,0.08121010201041605,0.583414649698558,12,0.0024697674632725565,0.798247597512719,760.3,0.8401724137931035,0.6118602752685547,0.798247597512719,0.007461842849067146,0.7541033029556274,0.01958310604095459
15,INTERMEDIATE,1,0.05605919493284846,0.4384373942078996,8,0.0012897335924628237,0.7949689089881289,877.4,0.828103448275862,0.6722421646118164,0.7949689089881289,0.007521198417184793,0.7945622205734253,0.025482451915740945
15,COMPLETED,1,0.05605919493284846,0.4384373942078996,8,0.0012897335924628237,0.7949689089881289,877.4,0.828103448275862,0.6722421646118164,0.7949689089881289,0.007521198417184793,0.7945622205734253,0.025482451915740945
16,INTERMEDIATE,1,0.14776035483222938,0.5638484909981889,13,0.006949339331438507,0.8022046353872245,440.6,0.8781034482758621,0.4586018919944763,0.8022046353872245,0.006502261164499812,0.6822458505630493,0.024891807138919808
16,COMPLETED,1,0.14776035483222938,0.5638484909981889,13,0.006949339331438507,0.8022046353872245,440.6,0.8781034482758621,0.4586018919944763,0.8022046353872245,0.006502261164499812,0.6822458505630493,0.024891807138919808
17,INTERMEDIATE,1,0.18998826600187918,0.30376980846609486,10,0.025639165743048493,0.803448275862069,319.4,0.9294827586206896,0.2989012598991394,0.803448275862069,0.006783493499152082,0.6631114482879639,0.028217381238937356
17,COMPLETED,1,0.18998826600187918,0.30376980846609486,10,0.025639165743048493,0.803448275862069,319.4,0.9294827586206896,0.2989012598991394,0.803448275862069,0.006783493499152082,0.6631114482879639,0.028217381238937356
18,INTERMEDIATE,1,0.10078447422649967,0.24543908514604934,11,0.0008419952649314268,0.7976257772752968,1029.8,0.8517241379310345,0.5607509613037109,0.7976257772752968,0.00802713397399657,0.7315405011177063,0.02534109205007551
18,COMPLETED,1,0.10078447422649967,0.24543908514604934,11,0.0008419952649314268,0.7976257772752968,1029.8,0.8517241379310345,0.5607509613037109,0.7976257772752968,0.00802713397399657,0.7315405011177063,0.02534109205007551
19,INTERMEDIATE,1,0.10815788303258268,0.4658722707216011,7,0.02927528315559578,0.8038439796495196,300.5,0.8717241379310344,0.46729832887649536,0.8038439796495196,0.006953080836630932,0.698931872844696,0.02350344359874723
19,COMPLETED,1,0.10815788303258268,0.4658722707216011,7,0.02927528315559578,0.8038439796495196,300.5,0.8717241379310344,0.46729832887649536,0.8038439796495196,0.006953080836630932,0.698931872844696,0.02350344359874723
20,INTERMEDIATE,1,0.08571245161869753,0.4118060704704348,10,0.0030838891902575613,0.7988128886376484,601.8,0.8506896551724138,0.5617539286613464,0.7988128886376484,0.006622385528547214,0.7315975427627563,0.024706761538982325
20,COMPLETED,1,0.08571245161869753,0.4118060704704348,10,0.0030838891902575613,0.7988128886376484,601.8,0.8506896551724138,0.5617539286613464,0.7988128886376484,0.006622385528547214,0.7315975427627563,0.024706761538982325
21,INTERMEDIATE,1,0.14375301701773283,0.3784305862958001,6,0.0010919560416866817,0.8030525720746183,847.7,0.863448275862069,0.49897700548171997,0.8030525720746183,0.007860373092142381,0.6977159380912781,0.02467561364173887
21,COMPLETED,1,0.14375301701773283,0.3784305862958001,6,0.0010919560416866817,0.8030525720746183,847.7,0.863448275862069,0.49897700548171997,0.8030525720746183,0.007860373092142381,0.6977159380912781,0.02467561364173887
22,INTERMEDIATE,1,0.06125374900987646,0.20919247309305014,5,0.028738119684491022,0.8035613340870549,302.3,0.8581034482758622,0.5201402306556702,0.8035613340870549,0.0062196156020351,0.7440710663795471,0.024851374328136444
22,COMPLETED,1,0.06125374900987646,0.20919247309305014,5,0.028738119684491022,0.8035613340870549,302.3,0.8581034482758622,0.5201402306556702,0.8035613340870549,0.0062196156020351,0.7440710663795471,0.024851374328136444
23,INTERMEDIATE,1,0.10737037301473884,0.029062412275315933,6,0.02381147226496349,0.8018654607122668,199.8,0.874655172413793,0.45564451813697815,0.8018654607122668,0.008650367439231199,0.7032982110977173,0.02835660874843593
23,COMPLETED,1,0.10737037301473884,0.029062412275315933,6,0.02381147226496349,0.8018654607122668,199.8,0.874655172413793,0.45564451813697815,0.8018654607122668,0.008650367439231199,0.7032982110977173,0.02835660874843593
24,INTERMEDIATE,1,0.18662125723489315,0.5324427167322802,6,0.0020959532889121813,0.8016958733747879,649.3,0.8756896551724138,0.4544840455055237,0.8016958733747879,0.007574901074053009,0.6777660846710205,0.024802894890308402
24,COMPLETED,1,0.18662125723489315,0.5324427167322802,6,0.0020959532889121813,0.8016958733747879,649.3,0.8756896551724138,0.4544840455055237,0.8016958733747879,0.007574901074053009,0.6777660846710205,0.024802894890308402
25,INTERMEDIATE,1,0.1933292446518879,0.14549068441003157,7,0.0111349541146438,0.7998304126625212,285.2,0.9181034482758621,0.3332262337207794,0.7998304126625212,0.007410966647823591,0.6713501811027527,0.027327826619148232
25,COMPLETED,1,0.1933292446518879,0.14549068441003157,7,0.0111349541146438,0.7998304126625212,285.2,0.9181034482758621,0.3332262337207794,0.7998304126625212,0.007410966647823591,0.6713501811027527,0.027327826619148232
26,INTERMEDIATE,1,0.06027546789206498,0.3818104986823279,10,0.005707006310087357,0.7992085924250989,594.1,0.8463793103448275,0.5911980867385864,0.7992085924250989,0.006558790276992688,0.7562532424926758,0.025909171998500846
26,COMPLETED,1,0.06027546789206498,0.3818104986823279,10,0.005707006310087357,0.7992085924250989,594.1,0.8463793103448275,0.5911980867385864,0.7992085924250989,0.006558790276992688,0.7562532424926758,0.025909171998500846
27,INTERMEDIATE,1,0.1922550581691136,0.40956182033642013,13,0.001264157838782614,0.7999434708875072,781.5,0.8794827586206896,0.45626479387283325,0.7999434708875072,0.007235726399095532,0.6834748983383179,0.028738968074321747
27,COMPLETED,1,0.1922550581691136,0.40956182033642013,13,0.001264157838782614,0.7999434708875072,781.5,0.8794827586206896,0.45626479387283325,0.7999434708875072,0.007235726399095532,0.6834748983383179,0.028738968074321747
28,INTERMEDIATE,1,0.11160047611139756,0.20110830444141162,7,0.005838878712676909,0.8019219898247597,367.2,0.8684482758620691,0.4740923345088959,0.8019219898247597,0.006387789711701508,0.7000486254692078,0.025254203379154183
28,COMPLETED,1,0.11160047611139756,0.20110830444141162,7,0.005838878712676909,0.8019219898247597,367.2,0.8684482758620691,0.4740923345088959,0.8019219898247597,0.006387789711701508,0.7000486254692078,0.025254203379154183
29,INTERMEDIATE,1,0.17193051106259083,0.43634913173202383,5,0.014113454536637454,0.8067269643866591,409.1,0.911896551724138,0.3454354405403137,0.8067269643866591,0.008253250423968406,0.6604917645454407,0.024138031899929024
29,COMPLETED,1,0.17193051106259083,0.43634913173202383,5,0.014113454536637454,0.8067269643866591,409.1,0.911896551724138,0.3454354405403137,0.8067269643866591,0.008253250423968406,0.6604917645454407,0.024138031899929024
30,INTERMEDIATE,1,0.160376767074138,0.4860905323925274,7,0.030655407003856192,0.8054833239118147,327.4,0.8955172413793104,0.38067492842674255,0.8054833239118147,0.007351611079706166,0.6671079993247986,0.021821172535419486
30,COMPLETED,1,0.160376767074138,0.4860905323925274,7,0.030655407003856192,0.8054833239118147,327.4,0.8955172413793104,0.38067492842674255,0.8054833239118147,0.007351611079706166,0.6671079993247986,0.021821172535419486
31,INTERMEDIATE,1,0.17215445832413334,0.49661836055684494,7,0.0027738630454286904,0.8016958733747879,560.2,0.8789655172413793,0.45031052827835083,0.8016958733747879,0.005880440927077402,0.6786150336265564,0.025468175113201208
31,COMPLETED,1,0.17215445832413334,0.49661836055684494,7,0.0027738630454286904,0.8016958733747879,560.2,0.8789655172413793,0.45031052827835083,0.8016958733747879,0.005880440927077402,0.6786150336265564,0.025468175113201208
32,INTERMEDIATE,1,0.05130473618883215,0.11533463611483728,7,0.001061451516315282,0.7966647823629169,942.2,0.8341379310344827,0.6341833472251892,0.7966647823629169,0.007293668739400738,0.7808624505996704,0.03103959411382673
32,COMPLETED,1,0.05130473618883215,0.11533463611483728,7,0.001061451516315282,0.7966647823629169,942.2,0.8341379310344827,0.6341833472251892,0.7966647823629169,0.007293668739400738,0.7808624505996704,0.03103959411382673
33,INTERMEDIATE,1,0.15201930902133354,0.5690987563563402,6,0.0015072458381689927,0.8010740531373657,756.9,0.8625862068965517,0.5186561346054077,0.8010740531373657,0.007858959864330162,0.7013959288597107,0.027776071429252647
33,COMPLETED,1,0.15201930902133354,0.5690987563563402,6,0.0015072458381689927,0.8010740531373657,756.9,0.8625862068965517,0.5186561346054077,0.8010740531373657,0.007858959864330162,0.7013959288597107,0.027776071429252647
34,INTERMEDIATE,1,0.14615762639250188,0.40081977089420007,7,0.028886801915419678,0.8048049745618993,288.7,0.9017241379310343,0.38141629099845886,0.8048049745618993,0.006783493499151971,0.6727048754692078,0.027466320991516135
34,COMPLETED,1,0.14615762639250188,0.40081977089420007,7,0.028886801915419678,0.8048049745618993,288.7,0.9017241379310343,0.38141629099845886,0.8048049745618993,0.006783493499151971,0.6727048754692078,0.027466320991516135
35,INTERMEDIATE,1,0.09647746225521645,0.3405040314549424,7,0.006742655340485645,0.8030525720746186,388.2,0.8624137931034482,0.5094552040100098,0.8030525720746186,0.00638920293951406,0.7129222750663757,0.02473462522029879
35,COMPLETED,1,0.09647746225521645,0.3405040314549424,7,0.006742655340485645,0.8030525720746186,388.2,0.8624137931034482,0.5094552040100098,0.8030525720746186,0.00638920293951406,0.7129222750663757,0.02473462522029879
36,INTERMEDIATE,1,0.09613810702811018,0.49773553580491076,13,0.0009648000731146396,0.7960429621254945,1081.6,0.8429310344827586,0.6010807752609253,0.7960429621254945,0.00723572639909531,0.7476498484611511,0.027509535849094324
36,COMPLETED,1,0.09613810702811018,0.49773553580491076,13,0.0009648000731146396,0.7960429621254945,1081.6,0.8429310344827586,0.6010807752609253,0.7960429621254945,0.00723572639909531,0.7476498484611511,0.027509535849094324
37,INTERMEDIATE,1,0.1988860258056847,0.07333560873377885,10,0.0008944040938697974,0.7959299039005087,746.0,0.8806896551724138,0.4514315724372864,0.7959299039005087,0.00514556246466924,0.6902039647102356,0.02490324676036837
37,COMPLETED,1,0.1988860258056847,0.07333560873377885,10,0.0008944040938697974,0.7959299039005087,746.0,0.8806896551724138,0.4514315724372864,0.7959299039005087,0.00514556246466924,0.6902039647102356,0.02490324676036837
38,INTERMEDIATE,1,0.09207085843055776,0.047569719528374674,13,0.0025956491648889443,0.7988128886376484,535.3,0.86,0.5171679258346558,0.7988128886376484,0.006444318824194495,0.7212105393409729,0.028837813436984994
38,COMPLETED,1,0.09207085843055776,0.047569719528374674,13,0.0025956491648889443,0.7988128886376484,535.3,0.86,0.5171679258346558,0.7988128886376484,0.006444318824194495,0.7212105393409729,0.028837813436984994
39,INTERMEDIATE,1,0.10351913383374806,0.1421972492315341,8,0.007538016419132233,0.8026568682871679,350.4,0.8744827586206896,0.46409112215042114,0.8026568682871679,0.0078617863199546,0.701559841632843,0.02452313452959065
39,COMPLETED,1,0.10351913383374806,0.1421972492315341,8,0.007538016419132233,0.8026568682871679,350.4,0.8744827586206896,0.46409112215042114,0.8026568682871679,0.0078617863199546,0.701559841632843,0.02452313452959065
40,INTERMEDIATE,1,0.1669122640807234,0.5213629878999156,11,0.0008787457212785054,0.796551724137931,992.2,0.8582758620689654,0.5297517776489258,0.796551724137931,0.006841435839457177,0.7077451944351196,0.023972997069358848
40,COMPLETED,1,0.1669122640807234,0.5213629878999156,11,0.0008787457212785054,0.796551724137931,992.2,0.8582758620689654,0.5297517776489258,0.796551724137931,0.006841435839457177,0.7077451944351196,0.023972997069358848
41,INTERMEDIATE,1,0.09086946828454606,0.5570790666384647,5,0.001854374482791192,0.8020915771622384,722.2,0.8456896551724137,0.5826019644737244,0.8020915771622384,0.0070110231769360265,0.7407224774360657,0.025329080224037237
41,COMPLETED,1,0.09086946828454606,0.5570790666384647,5,0.001854374482791192,0.8020915771622384,722.2,0.8456896551724137,0.5826019644737244,0.8020915771622384,0.0070110231769360265,0.7407224774360657,0.025329080224037237
42,INTERMEDIATE,1,0.10768318815089799,0.45043159899512214,6,0.004560405910030113,0.8035613340870549,509.1,0.8675862068965519,0.49178117513656616,0.8035613340870549,0.008762012436404842,0.7009994387626648,0.030091641843318917
42,COMPLETED,1,0.10768318815089799,0.45043159899512214,6,0.004560405910030113,0.8035613340870549,509.1,0.8675862068965519,0.49178117513656616,0.8035613340870549,0.008762012436404842,0.7009994387626648,0.030091641843318917
43,INTERMEDIATE,1,0.18466271760345576,0.2784544939110315,6,0.0009575090005339485,0.7989259468626343,816.8,0.875,0.4584450125694275,0.7989259468626343,0.006445732052006825,0.6845578551292419,0.024217443168163322
43,COMPLETED,1,0.18466271760345576,0.2784544939110315,6,0.0009575090005339485,0.7989259468626343,816.8,0.875,0.4584450125694275,0.7989259468626343,0.006445732052006825,0.6845578551292419,0.024217443168163322
44,INTERMEDIATE,1,0.06601172670162672,0.09098830171657608,11,0.002014992442565209,0.7970039570378745,732.5,0.848448275862069,0.5753079652786255,0.7970039570378745,0.007350197851893725,0.7489410638809204,0.03022953271865847
44,COMPLETED,1,0.06601172670162672,0.09098830171657608,11,0.002014992442565209,0.7970039570378745,732.5,0.848448275862069,0.5753079652786255,0.7970039570378745,0.007350197851893725,0.7489410638809204,0.03022953271865847
45,INTERMEDIATE,1,0.15268997898521697,0.5233603002204563,5,0.00103454886520167,0.8011305822498587,949.2,0.8596551724137932,0.510482907295227,0.8011305822498587,0.008140192198982432,0.7002732753753662,0.02720102816820147
45,COMPLETED,1,0.15268997898521697,0.5233603002204563,5,0.00103454886520167,0.8011305822498587,949.2,0.8596551724137932,0.510482907295227,0.8011305822498587,0.008140192198982432,0.7002732753753662,0.02720102816820147
46,INTERMEDIATE,1,0.19632584063630032,0.33662209457673614,7,0.010100621988366577,0.8021481062747314,330.0,0.9127586206896552,0.3530255854129791,0.8021481062747314,0.005992085924250934,0.6632816195487976,0.025849354267120428
46,COMPLETED,1,0.19632584063630032,0.33662209457673614,7,0.010100621988366577,0.8021481062747314,330.0,0.9127586206896552,0.3530255854129791,0.8021481062747314,0.005992085924250934,0.6632816195487976,0.025849354267120428
47,INTERMEDIATE,1,0.1840845358090561,0.4118074143966115,13,0.0010572279025539292,0.7996608253250423,883.8,0.8748275862068965,0.4629848599433899,0.7996608253250423,0.006619559072922443,0.6842464208602905,0.02414688169956203
47,COMPLETED,1,0.1840845358090561,0.4118074143966115,13,0.0010572279025539292,0.7996608253250423,883.8,0.8748275862068965,0.4629848599433899,0.7996608253250423,0.006619559072922443,0.6842464208602905,0.02414688169956203
48,INTERMEDIATE,1,0.05178282273432774,0.3290731392510887,6,0.018268784915058494,0.8020350480497456,371.1,0.846551724137931,0.5720803141593933,0.8020350480497456,0.006105144149236796,0.7598403692245483,0.026969026029109888
48,COMPLETED,1,0.05178282273432774,0.3290731392510887,6,0.018268784915058494,0.8020350480497456,371.1,0.846551724137931,0.5720803141593933,0.8020350480497456,0.006105144149236796,0.7598403692245483,0.026969026029109888
49,INTERMEDIATE,1,0.16275407616107818,0.03959371693785166,5,0.008959175204345358,0.8006783493499151,276.8,0.9098275862068965,0.36197400093078613,0.8006783493499151,0.006331260599208521,0.6791031956672668,0.021305395662784554
49,COMPLETED,1,0.16275407616107818,0.03959371693785166,5,0.008959175204345358,0.8006783493499151,276.8,0.9098275862068965,0.36197400093078613,0.8006783493499151,0.006331260599208521,0.6791031956672668,0.021305395662784554
50,INTERMEDIATE,1,0.1868977737388131,0.06120109410689185,6,0.009634589457839994,0.8001130582249859,228.4,0.8979310344827585,0.38225796818733215,0.8001130582249859,0.006221028829847319,0.6755378842353821,0.02693846672773359
50,COMPLETED,1,0.1868977737388131,0.06120109410689185,6,0.009634589457839994,0.8001130582249859,228.4,0.8979310344827585,0.38225796818733215,0.8001130582249859,0.006221028829847319,0.6755378842353821,0.02693846672773359
51,INTERMEDIATE,1,0.1019050881963713,0.31501412405973617,11,0.0009353823358977089,0.7980214810627474,982.9,0.8498275862068967,0.5594505667686462,0.7980214810627474,0.00667043527416622,0.7294230461120605,0.026644530892372176
51,COMPLETED,1,0.1019050881963713,0.31501412405973617,11,0.0009353823358977089,0.7980214810627474,982.9,0.8498275862068967,0.5594505667686462,0.7980214810627474,0.00667043527416622,0.7294230461120605,0.026644530892372176
52,INTERMEDIATE,1,0.13441570064014738,0.2554904241534245,9,0.01006671611893665,0.8021481062747314,360.2,0.8894827586206896,0.41205939650535583,0.8021481062747314,0.0071791972866025455,0.6835983395576477,0.02722030282020571
52,COMPLETED,1,0.13441570064014738,0.2554904241534245,9,0.01006671611893665,0.8021481062747314,360.2,0.8894827586206896,0.41205939650535583,0.8021481062747314,0.0071791972866025455,0.6835983395576477,0.02722030282020571
53,INTERMEDIATE,1,0.13669652728249693,0.3988023088493534,6,0.003970442844995245,0.8036178631995478,488.5,0.8794827586206896,0.4533105492591858,0.8036178631995478,0.007467495760316578,0.6850284337997437,0.026450514793395996
53,COMPLETED,1,0.13669652728249693,0.3988023088493534,6,0.003970442844995245,0.8036178631995478,488.5,0.8794827586206896,0.4533105492591858,0.8036178631995478,0.007467495760316578,0.6850284337997437,0.026450514793395996
54,INTERMEDIATE,1,0.14148663416855092,0.2921985749232666,8,0.00635432345881688,0.8016393442622951,364.9,0.884655172413793,0.4335569441318512,0.8016393442622951,0.008140192198982543,0.6814144253730774,0.02692952305078511
54,COMPLETED,1,0.14148663416855092,0.2921985749232666,8,0.00635432345881688,0.8016393442622951,364.9,0.884655172413793,0.4335569441318512,0.8016393442622951,0.008140192198982543,0.6814144253730774,0.02692952305078511
55,INTERMEDIATE,1,0.10071217076505867,0.13197001390430022,12,0.002982320124369941,0.7996608253250422,541.0,0.8672413793103448,0.49704113602638245,0.7996608253250422,0.006557377049180135,0.711604654788971,0.030195277929306097
55,COMPLETED,1,0.10071217076505867,0.13197001390430022,12,0.002982320124369941,0.7996608253250422,541.0,0.8672413793103448,0.49704113602638245,0.7996608253250422,0.006557377049180135,0.711604654788971,0.030195277929306097
56,INTERMEDIATE,1,0.14089059808693283,0.1597549775016606,9,0.016605927992806354,0.8018089315997738,269.0,0.8956896551724138,0.39880090951919556,0.8018089315997738,0.0069007914075748245,0.6815091371536255,0.028125785291194916
56,COMPLETED,1,0.14089059808693283,0.1597549775016606,9,0.016605927992806354,0.8018089315997738,269.0,0.8956896551724138,0.39880090951919556,0.8018089315997738,0.0069007914075748245,0.6815091371536255,0.028125785291194916
57,INTERMEDIATE,1,0.1620142906560923,0.38199313131164775,11,0.016786277498199793,0.8039570378745055,309.4,0.8998275862068965,0.3839297592639923,0.8039570378745055,0.007124081401922,0.6686863303184509,0.029237297177314825
57,COMPLETED,1,0.1620142906560923,0.38199313131164775,11,0.016786277498199793,0.8039570378745055,309.4,0.8998275862068965,0.3839297592639923,0.8039570378745055,0.007124081401922,0.6686863303184509,0.029237297177314825
58,INTERMEDIATE,1,0.0719406696138837,0.22667155207716802,10,0.0017897352312716366,0.7971170152628604,645.2,0.8401724137931034,0.6073168516159058,0.7971170152628604,0.00667184850197855,0.7555522918701172,0.02458251118659971
58,COMPLETED,1,0.0719406696138837,0.22667155207716802,10,0.0017897352312716366,0.7971170152628604,645.2,0.8401724137931034,0.6073168516159058,0.7971170152628604,0.00667184850197855,0.7555522918701172,0.02458251118659971
59,INTERMEDIATE,1,0.05056403707340045,0.10569843115815175,9,0.005397475776987305,0.7989259468626343,500.2,0.8431034482758621,0.591882050037384,0.7989259468626343,0.007348784624081395,0.7650812268257141,0.026476101577281863
59,COMPLETED,1,0.05056403707340045,0.10569843115815175,9,0.005397475776987305,0.7989259468626343,500.2,0.8431034482758621,0.591882050037384,0.7989259468626343,0.007348784624081395,0.7650812268257141,0.026476101577281863
60,INTERMEDIATE,1,0.1144233610343589,0.10135357211144634,7,0.01504770452845015,0.8032786885245902,288.7,0.885,0.4265645146369934,0.8032786885245902,0.0074053137365743815,0.6956287026405334,0.024870795011520452
60,COMPLETED,1,0.1144233610343589,0.10135357211144634,7,0.01504770452845015,0.8032786885245902,288.7,0.885,0.4265645146369934,0.8032786885245902,0.0074053137365743815,0.6956287026405334,0.024870795011520452
61,INTERMEDIATE,1,0.16524901669485034,0.4336323154213025,14,0.0030047711822130227,0.8020915771622384,593.2,0.8886206896551723,0.4215169847011566,0.8020915771622384,0.006050028264556251,0.6747252941131592,0.024343994259834245
61,COMPLETED,1,0.16524901669485034,0.4336323154213025,14,0.0030047711822130227,0.8020915771622384,593.2,0.8886206896551723,0.4215169847011566,0.8020915771622384,0.006050028264556251,0.6747252941131592,0.024343994259834245
62,INTERMEDIATE,1,0.18471889529581964,0.5619706350678877,8,0.016058974417451542,0.8039005087620124,399.3,0.8967241379310347,0.3836054801940918,0.8039005087620124,0.007690785754663532,0.6580273509025574,0.0249411359429359
62,COMPLETED,1,0.18471889529581964,0.5619706350678877,8,0.016058974417451542,0.8039005087620124,399.3,0.8967241379310347,0.3836054801940918,0.8039005087620124,0.007690785754663532,0.6580273509025574,0.0249411359429359
63,INTERMEDIATE,1,0.07453270478616876,0.4591873302169063,9,0.003911690447515084,0.8001695873374788,566.2,0.8425862068965518,0.5908687710762024,0.8001695873374788,0.007292255511588408,0.7483624219894409,0.028288510441780046
63,COMPLETED,1,0.07453270478616876,0.4591873302169063,9,0.003911690447515084,0.8001695873374788,566.2,0.8425862068965518,0.5908687710762024,0.8001695873374788,0.007292255511588408,0.7483624219894409,0.028288510441780046
64,INTERMEDIATE,1,0.10093246585895521,0.25751561066661277,7,0.015204788208062994,0.8044657998869418,290.7,0.8744827586206896,0.4665762782096863,0.8044657998869418,0.006728377614471426,0.702419638633728,0.025557446479797408
